Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1147,16750575,Gronk,"2026-08-23 18:08:51",1706.0,2,jianyicai
1148,16664120,SaiDuttaAbhishekDash,"2026-08-21 20:30:01",1705.7,2,saiduttaabhishekdash
1149,16761875,eugenn,"2026-08-23 17:01:57",1705.6,2,eugennekhai
1150,16688732,tully_boss,"2026-08-23 16:07:24",1705.2,2,"gnux1408,tanakaai24"
1151,16752121,adhsdrtjh,"2026-08-23 15:02:25",1704.6,2,adhsdrtjh
1152,16736838,アナコンダ,"2026-08-22 23:41:36",1704.3,2,"ei1333,unosss"
1153,16666165,ChrisLeiteScha,"2026-08-23 08:30:39",1704.2,2,chrisleitescha
1154,16623226,"Hafida Belayd","2026-08-23 14:50:54",1704.0,2,hafidabelayd
1155,16668162,AlejandroAlvarez,"2026-08-14 22:06:48",1703.5,2,theworm
1156,16675873,"Zhu Liang","2026-08-22 06:22:30",1703.5,2,paradite
1157,16635067,"Berat Egemen Gök","2026-08-23 17:09:37",1703.3,2,berategemengk
1158,16655501,Savko,"2026-08-21 00:33:21",1702.7,2,savchenko
1159,16660137,Densike,"2026-08-18 07:12:18",1702.3,2,densike
1160,16695695,"Siva Kumar","2026-08-23 16:00:28",1702.3,2,sivapnlr80
1161,16640368,"Nkosi Ndwandwe","2026-08-22 05:40:06",1702.1,2,nkosindwandwe
1162,16728109,"Sidharth Hulyalkar","2026-08-22 23:56:27",1702.1,2,sidharthhulyalkar21
1163,16757320,Jingxiang,"2026-08-23 17:49:19",1702.1,2,jingxiango
1164,16668788,ConnieCodes,"2026-08-17 13:40:25",1701.2,2,conniecodes
1165,16682885,风沙星辰,"2026-08-23 03:28:27",1701.1,2,"duoliya,linyeping,sereinovov,wangying2026"
1166,16668071,"Ali Eren Oğuztaş","2026-08-22 01:02:17",1701.0,2,alierenouzta
1167,16744043,Take,"2026-08-23 14:17:27",1700.8,2,takeuchidaisuke2001
1168,16685556,binghua_123,"2026-08-20 03:04:22",1700.6,2,binghua123
1169,16637973,StephenNedumpally,"2026-08-22 02:12:01",1700.1,2,stephennedumpally
1170,16665352,"Paul Nassiri","2026-08-22 20:15:33",1699.0,2,laszlolevray
1171,16663851,"Harshith revuru","2026-08-21 22:15:33",1698.9,2,harshithrevuru
1172,16732666,"Stefano Blando","2026-08-23 15:32:14",1697.5,2,stefanoblando
1173,16669843,"hikaru kitagawa","2026-08-23 16:58:22",1697.4,2,hikarukitagawa
1174,16761593,"stsa asts","2026-08-23 14:45:23",1696.6,2,stsaasts
1175,16710421,SZ_00_zyz,"2026-08-20 02:54:53",1696.3,2,sz00zyz
1176,16738825,RishabhSpark,"2026-08-21 20:14:58",1695.8,2,rishabhspark
1177,16749352,"Ian Virchenko","2026-08-23 00:12:24",1695.6,2,yvainr
1178,16726431,Manav,"2026-08-16 17:51:03",1695.4,2,manavsangwan
1179,16664619,"Trupen Patel","2026-08-23 08:03:39",1695.1,2,trupenpatel
1180,16658081,ando,"2026-08-20 01:52:23",1694.8,2,andoshunsuke
1181,16720841,liuhc1017,"2026-08-23 07:12:58",1694.5,2,liuhc1017
1182,16693934,evnchn,"2026-08-23 15:41:50",1694.2,2,evnchn
1183,16663241,"Kris Adamatzky","2026-08-13 09:49:19",1693.4,2,krisadamatzky
1184,16629685,mikelou1,"2026-08-12 14:43:09",1692.0,2,mikelou1
1185,16715628,Dian,"2026-08-17 01:57:33",1691.8,2,clas233
1186,16748421,lulzx,"2026-08-20 17:52:11",1691.5,2,lulzxy
1187,16719083,"Justin Mai 16","2026-08-14 22:07:05",1691.1,1,justinmai16
1188,16691702,kss,"2026-08-13 19:30:20",1690.1,2,l0glikelihood
1189,16664860,ANUJPUROHIT18,"2026-08-14 19:31:56",1689.8,2,anujpurohit05
1190,16726232,"sayed rafi","2026-08-18 21:13:00",1688.5,2,sayedrafi
1191,16701258,ln,"2026-08-23 17:51:01",1688.3,2,nazarov
1192,16652750,"Bahadir Selim Bakla ","2026-08-23 11:32:12",1688.2,2,bahadirselimbakla
1193,16685850,K,"2026-08-14 06:37:41",1688.1,2,kolci017
1194,16698726,"Honeey L","2026-08-23 13:55:39",1688.1,2,honeeyl
1195,16697689,"Pavel Pakhmutov","2026-08-12 23:11:23",1685.9,2,pavelpakhmutov
1196,16632172,Ayodeji,"2026-08-21 04:40:52",1684.9,2,ayodejiibrahimlateef
1197,16741131,"Adarsh Balanolla","2026-08-21 04:17:37",1684.2,2,adarshreddyb
1198,16660220,tomo11111,"2026-08-22 14:48:56",1683.8,2,tomo11111
1199,16671424,cicen1139,"2026-08-22 09:37:51",1683.5,2,cicen1139
1200,16738467,EnriFermi,"2026-08-22 10:11:11",1683.2,2,enrifermi
1201,16623836,awarse,"2026-08-14 06:00:45",1683.1,2,awarse
1202,16713127,Felis,"2026-08-16 10:26:13",1682.9,2,ilyaafanasenko
1203,16697223,"Azizii Gill","2026-08-23 08:28:44",1682.7,2,aziziigill
1204,16743647,bono,"2026-08-22 11:28:47",1682.4,2,kjoonha
1205,16745294,"Ahmed Ehab Fathi","2026-08-20 17:15:31",1680.9,2,ahmedehabfathi
1206,16685763,"koren sabag","2026-08-22 22:02:44",1680.9,2,korensabag
1207,16729280,"Ryoya Tsuruoka","2026-08-23 16:55:12",1680.3,2,"irohasorange,mrooto,rahaia"
1208,16674831,"nk for work","2026-08-23 09:51:56",1678.7,2,nkforwork
1209,16689018,Yoruet,"2026-08-15 10:00:05",1678.2,2,yoruet
1210,16655688,"Ryan Shan","2026-08-13 02:43:38",1677.7,2,codegold
1211,16663485,"Jacob Alstrup","2026-08-22 20:19:13",1677.1,2,jacobalstrup
1212,16665050,"Praneeth Palugula","2026-08-14 06:28:56",1676.6,2,praneethpalugula
1213,16727019,uitsnf,"2026-08-23 15:45:22",1676.1,2,uitsnf
1214,16665596,chunhu666,"2026-08-13 05:27:59",1675.9,2,chunhu666
1215,16667998,Speril,"2026-08-16 09:13:41",1675.8,2,speril
1216,16748187,"Violet Notes","2026-08-22 07:32:31",1675.5,2,dominicjamil
1217,16630548,"YJ Wee 2807","2026-08-23 11:26:52",1675.4,2,yjwee2807
1218,16705176,"Ruslan Raupov","2026-08-20 09:10:24",1674.9,2,ruslanraupoff
1219,16695093,"Ryota Murai","2026-08-21 11:24:40",1674.9,2,rmuraix
1220,16670755,"Amine zeDDouk","2026-08-18 09:37:41",1674.6,2,aminezeddouk
1221,16736427,KouFu,"2026-08-23 12:35:07",1674.5,2,kouheif
1222,16686918,JustinLee,"2026-08-22 19:47:38",1674.4,2,justin2061
1223,16728723,"Ronith Rashmikara","2026-08-18 03:28:52",1674.1,2,ronithrr
1224,16628295,qwertykeypadapple,"2026-08-13 19:05:04",1673.9,2,qwertykeypadapple
1225,16630711,"Aleks Lviv","2026-08-14 14:31:21",1673.9,2,alekslviv
1226,16727214,"Jaivardhan Raahi","2026-08-21 17:16:36",1673.9,2,jaivardhanraahi
1227,16655179,"I Need an Internship","2026-08-15 02:39:23",1673.8,2,dimasibnumuthi
1228,16695691,neural-canvas,"2026-08-12 20:46:37",1673.4,2,mrsanap
1229,16759652,Fnoa,"2026-08-23 12:26:39",1672.3,2,trasibulo
1230,16642139,"Arnav Goel","2026-08-23 14:12:31",1671.6,2,arnavgoel17
1231,16700995,"Maram Ali","2026-08-15 09:13:15",1671.5,2,msama01
1232,16634691,bot-farmer,"2026-08-19 06:16:19",1671.2,2,shauryam25
1233,16687596,AjPrem,"2026-08-21 02:37:39",1669.6,2,"ajprem,jefferysingh,neelcasula"
1234,16746599,Borrun,"2026-08-22 06:41:01",1669.2,2,borrun
1235,16657637,"Ronnie Atuhaire","2026-08-23 12:49:55",1667.9,2,ronnieatuhaire
1236,16729227,Marjao,"2026-08-16 16:49:12",1667.5,2,muniburrehman2020
1237,16659295,snaykey,"2026-08-19 10:14:21",1667.4,2,snaykey
1238,16696631,"saya akan lawan!","2026-08-21 18:42:23",1667.0,2,nurhadibudhy
1239,16632444,"Issac “Izreal” Davis","2026-08-13 20:42:03",1666.5,2,issacizrealdavis
1240,16707598,Kamazarashi,"2026-08-18 05:40:15",1666.3,2,kamazarashi
1241,16729828,spunkrock,"2026-08-16 20:08:06",1666.1,1,spunkrock
1242,16675351,-Beterraba,"2026-08-15 02:01:39",1665.8,2,"afonsoo,miguelottoni"
1243,16728272,"Daris Dzakwan Hoesien","2026-08-16 10:48:22",1665.4,1,darisdzakwanhoesien2
1244,16624896,"Akmal Azzam o'g'li","2026-08-18 06:03:51",1665.2,1,akmalmir
1245,16667787,"Daryl Brach","2026-08-17 09:41:51",1665.1,2,dbrach
1246,16700510,"Shadow Recon","2026-08-22 11:13:25",1664.8,2,gaurav065
1247,16674479,"Alan Rosston","2026-08-14 08:20:49",1664.8,2,alanrosston
1248,16743656,Deskbo,"2026-08-21 05:42:41",1664.7,2,deskbo
1249,16692548,"Rockstar Farmer","2026-08-19 05:15:37",1664.3,2,yuhaili
1250,16714488,"HusseinNadem Nadem","2026-08-23 14:08:43",1664.0,2,husseinnademnadem
1251,16658777,"Jiarui (Jerry) Cao","2026-08-15 03:44:07",1663.9,2,jiaruicao7
1252,16695931,"Kers Aoyagi","2026-08-22 22:15:27",1662.6,2,kersaoyagi
1253,16663818,"Mike Mordetsky","2026-08-18 11:49:58",1662.3,2,mikemordetsky
1254,16718572,MLarpers,"2026-08-22 14:06:48",1662.3,2,"koteikachannel,mrhornetik"
1255,16728229,twomoon,"2026-08-22 22:35:15",1660.2,2,twomoon036
1256,16756925,"Dread Development","2026-08-23 17:59:19",1659.8,2,"dreaddevelopment,seanornberg"
1257,16671767,Kaileh57,"2026-08-23 11:08:53",1658.9,2,kaileh57
1258,16722368,"Bao Tran","2026-08-22 16:47:23",1658.5,2,solirus
1259,16723132,Bridgeport,"2026-08-21 20:25:32",1658.5,2,bridgeport
1260,16710140,Lynxx,"2026-08-23 13:45:51",1658.3,2,lynnsakurai
1261,16715066,akahane,"2026-08-23 09:26:28",1658.1,2,shuheiakahane
1262,16638781,itsuki-data,"2026-08-21 13:00:30",1657.7,2,itsuki89
1263,16671738,Exposed,"2026-08-22 07:02:02",1657.1,2,erickeller2
1264,16667964,Shuiys,"2026-08-22 15:46:29",1656.7,2,ysshui
1265,16635969,"Omkar Kadam","2026-08-23 16:07:29",1655.9,2,"itzzomkar,khanayanayub,princypaonam"
1266,16696999,"HD h Joratos","2026-08-20 20:01:11",1654.6,2,hdhjoratos
1267,16690763,chungkuangwen,"2026-08-19 20:27:55",1654.0,2,chungkuangwen
1268,16634654,unknown,"2026-08-13 02:11:22",1653.3,2,abdullahshafi2021
1269,16726115,helloworld311,"2026-08-17 05:52:20",1652.6,2,helloworld311
1270,16692851,ichnixhelle,"2026-08-12 22:20:24",1651.7,2,ichnixhelle
1271,16740419,IamDiganta.7,"2026-08-22 22:25:29",1651.4,2,iamdiganta7
1272,16675780,susutem,"2026-08-21 04:03:32",1651.0,2,susutem
1273,16690651,"XS 330","2026-08-23 16:42:06",1650.6,2,xblade
1274,16634143,"manual player","2026-08-14 00:41:13",1650.0,2,prospal
1275,16695229,X1a0Ch3n,"2026-08-12 18:04:39",1648.1,2,xiaochen20236673
1276,16706207,Wonderwall,"2026-08-21 07:04:04",1647.7,2,yuxiang328
1277,16630315,janson,"2026-08-19 10:54:37",1646.6,2,johnjanson
1278,16753974,"David Goldrajch","2026-08-23 15:42:49",1646.1,2,elie2003
1279,16736120,"Ricky #2","2026-08-21 08:17:06",1645.8,2,rickyds97
1280,16688368,"Lam Vo","2026-08-15 16:39:23",1645.4,2,nhatlam
1281,16634128,ZechHuang,"2026-08-20 05:07:33",1644.4,2,zechhuang
1282,16732754,ikeuchy,"2026-08-17 14:09:17",1643.5,1,ikeuchy
1283,16734966,kigasudayooo,"2026-08-23 06:45:45",1643.3,2,argon1215
1284,16762208,majorSeaweed,"2026-08-23 14:20:13",1643.0,1,sorcererbi
1285,16755071,"Varun Rao","2026-08-23 08:59:58",1642.9,2,varunraosfanlkan
1286,16634650,UnfriendlyAI,"2026-08-23 16:55:57",1642.6,2,unfriendlyai
1287,16682353,"counter puncher","2026-08-20 15:54:46",1642.4,2,ahmadabdoumalickdiop
1288,16693962,"Changyuan Chen","2026-08-17 14:18:21",1642.4,2,changyuanchenmit
1289,16663999,"Colton Martin","2026-08-23 17:13:29",1641.7,2,coltonmartinnn
1290,16672243,"Fazil Putra","2026-08-14 01:24:17",1641.5,2,fazilputra
1291,16656312,"retiring to farm","2026-08-23 17:04:44",1640.4,2,"avnermlim,belati,hilariusjeremy,nicholasarditirta"
1292,16709793,"Victor Hotz","2026-08-13 18:48:06",1639.6,2,victorhotz
1293,16743737,"Joanna C.","2026-08-20 23:07:09",1639.4,2,joannaciesielski
1294,16691714,"Wesley Juraschek","2026-08-19 06:07:37",1639.4,2,wesleyjuraschek1
1295,16696983,"JKM Ventures","2026-08-17 22:58:03",1639.1,2,jeffreydrew
1296,16663969,"Aarush Kute","2026-08-19 22:06:48",1638.2,2,aarushkute
1297,16656990,"NALLA SUMANG","2026-08-15 01:43:00",1637.9,2,sumangnalla
1298,16711725,meatori-nu,"2026-08-16 19:28:03",1637.9,2,meatorinu
1299,16678061,"Sushanth Tiruvaipati","2026-08-18 07:57:06",1637.5,2,sushanthtiruvaipati
1300,16675684,washamba_bots,"2026-08-23 06:45:56",1637.2,2,"billygmwangi,futurecentaur,peterkibetspidey,stephanenjoki"
1301,16623643,LiXingtao,"2026-08-15 07:08:17",1637.1,2,lixingtao123
1302,16735125,mtskggle,"2026-08-22 04:50:43",1636.9,2,matsusakaggle
1303,16714980,Chenaters,"2026-08-16 08:41:10",1636.4,2,chenaters
1304,16678609,quantcrypto3,"2026-08-21 22:53:06",1635.8,2,quantcrypto3
1305,16654196,"Aryaman Chokhani","2026-08-20 07:51:05",1635.7,2,"aryamanchokhani,pranrocky"
1306,16680931,"Rattan Singh","2026-08-16 04:23:37",1634.8,2,rattans
1307,16663694,"Dimitri ZABRE","2026-08-12 21:00:12",1634.1,2,dimitrizabre
1308,16710587,durgasai,"2026-08-16 13:11:27",1634.0,2,dsainvg
1309,16690020,shantaitichu,"2026-08-17 09:40:30",1633.8,2,shantaitichu
1310,16740320,NguyenAn27,"2026-08-20 00:46:32",1633.5,2,nguyenan27
1311,16732654,Goated_Farmers,"2026-08-23 17:09:50",1633.1,2,"mugundhjb,srinathduvvuri"
1312,16712432,hengck23,"2026-08-18 04:35:19",1633.0,2,hengck23
1313,16663759,🔥🦫📿🗽,"2026-08-13 18:15:54",1632.7,2,datafad
1314,16693272,ush,"2026-08-16 12:44:31",1631.7,2,kusuha
1315,16701969,旧楚狂人,"2026-08-15 14:20:59",1631.2,2,jiuchukuangren
1316,16650372,Greed,"2026-08-12 17:18:47",1631.1,2,greedshen
1317,16718937,62326368,"2026-08-23 17:28:44",1629.2,2,mooniim
1318,16760509,"gnanadeepika karanam","2026-08-23 02:00:18",1629.1,1,gnanadeepikakaranam
1319,16623791,rakumo,"2026-08-19 23:46:04",1629.0,2,sirakumo
1320,16709339,"Mohammad Javad Dianat","2026-08-23 17:29:00",1628.5,2,dianatofficial
1321,16654463,Mark,"2026-08-17 18:00:58",1628.4,2,robotmf
1322,16702754,"ИТМОНИ AI B2B 67 SaaS","2026-08-23 17:28:15",1628.4,2,"borismatsakov,kirya1"
1323,16730223,Ojaswy,"2026-08-23 02:31:29",1627.7,2,ojaswy
1324,16623708,"Chekhlov Dmitrii","2026-08-18 10:11:47",1627.6,2,zoli800
1325,16621628,pupen_o,"2026-08-22 19:12:01",1627.1,2,pupeno
1326,16727745,auouer,"2026-08-16 08:20:31",1626.6,2,"auouer,guriken,hkamna,insightfulthinking"
1327,16623799,"Akhilesh godugu","2026-08-23 14:27:13",1626.1,2,"akhileshgodugu,ashokgodugu"
1328,16759813,tyf_scu,"2026-08-23 17:11:18",1626.0,2,tyfscu
1329,16729484,"Sankalp Nagineni","2026-08-16 17:35:31",1625.7,2,sankalpnagineni
1330,16749618,Fon1as,"2026-08-21 09:36:42",1624.6,2,fon1as
1331,16714059,Yentür,"2026-08-12 18:47:44",1624.5,1,meryentr
1332,16623749,Tejas,"2026-08-17 09:52:29",1624.4,2,tejuuss
1333,16732428,"Darren Amadeus Martin","2026-08-19 00:48:02",1624.3,2,darrenamadeusmartin
1334,16638804,"Anhad Mahajan","2026-08-21 17:05:11",1623.5,2,anhadmahajan06
1335,16659670,MeeMee,"2026-08-18 21:33:20",1623.4,2,yagi46
1336,16655632,"Dmitry Kozlov","2026-08-21 12:37:36",1622.8,2,dkozlov
1337,16712888,Vux,"2026-08-20 14:32:16",1622.4,2,weiyu85
1338,16664761,"Udit Jain #2","2026-08-19 14:15:29",1622.0,2,iamudit
1339,16624056,Raggriculture,"2026-08-12 16:29:15",1621.8,2,ravi123a321at
1340,16624651,"Zihao Zeng","2026-08-21 11:58:35",1621.6,2,zihaozeng0021
1341,16727110,yemaoye,"2026-08-19 04:43:49",1621.3,2,yemaoye
1342,16719090,CHSTO,"2026-08-16 23:43:52",1621.1,1,haotianqi
1343,16728135,sukirman,"2026-08-17 12:24:20",1621.0,1,rakbidb
1344,16660735,"Bassel Elbahnasy","2026-08-23 14:38:28",1620.6,2,basselashraf
1345,16654381,"Dmitry Belan","2026-08-21 18:20:58",1620.5,2,dimong4
1346,16639979,naphthalene,"2026-08-16 03:59:49",1619.8,2,"aaa0342,leehyungjoon,minjek,trv449"
1347,16760241,"Collin Christensen","2026-08-23 06:32:38",1619.7,2,cchristens
1348,16747161,wqlun06,"2026-08-20 08:02:11",1619.5,2,wqlun06
1349,16632516,"Jiachen Li","2026-08-16 03:58:49",1619.4,2,llccqq624
1350,16668069,jackhsia,"2026-08-23 15:56:13",1619.2,2,jackhsia
1351,16635747,"Jeki Wan Taufik","2026-08-22 14:18:01",1619.0,2,jek1wantaufik
1352,16746010,"Khoi Tuan Nguyen","2026-08-23 14:05:22",1618.0,2,khoingt
1353,16671821,donglee,"2026-08-13 09:13:09",1617.5,1,dongleeovo
1354,16700846,"Vaibhav Patel","2026-08-20 10:49:06",1617.3,2,vaibhavpatel
1355,16640552,"rupsa roy","2026-08-23 14:03:40",1617.3,2,rupsarroy
1356,16717901,"Ahmed Hazem Abdeltawab","2026-08-19 14:43:34",1617.2,2,ahmedhazem23
1357,16693557,"Ifeoluwa Adewumi","2026-08-19 17:00:37",1616.8,2,ifeadewumi
1358,16688217,"The Grower","2026-08-20 10:16:41",1616.5,2,vigneshsankar1962
1359,16630713,"Grzegorz Sionkowski","2026-08-16 16:31:57",1616.0,2,sionek
1360,16621481,"zero waste","2026-08-23 08:25:10",1616.0,2,chinnaphatkhun
1361,16631115,prvsiyan,"2026-08-23 01:36:35",1615.5,2,prvsiyan
1362,16738895,SangGold,"2026-08-18 15:48:23",1615.5,1,sanggold
1363,16673013,TTT,"2026-08-19 08:02:44",1615.4,2,tadahiroasami
1364,16726870,"Svanik Kolli","2026-08-16 00:11:14",1615.4,1,svanikkolli
1365,16751267,Guojun1,"2026-08-21 01:57:23",1615.3,1,guojun1
1366,16657728,"T Soo","2026-08-13 06:36:25",1615.1,1,ttgrcgrc
1367,16682514,"Pavel Pavlov","2026-08-18 06:58:14",1614.9,2,akakii
1368,16698256,Mint,"2026-08-17 18:39:08",1614.8,2,rorandangerous
1369,16725242,chinchilla,"2026-08-19 10:53:07",1614.6,2,tgwstr
1370,16656340,InfiHeart,"2026-08-17 10:02:11",1614.3,1,infiheart
1371,16671133,Kazeneko,"2026-08-22 00:18:50",1614.0,2,kazeneko77
1372,16745006,UjjwalPardeshi,"2026-08-23 15:00:25",1613.8,2,ujjwalpardeshi
1373,16735238,DHKim0324,"2026-08-18 03:58:59",1613.8,2,dhkim0324
1374,16708315,beeyan,"2026-08-21 13:40:53",1613.7,2,beeyan0821
1375,16623603,"Renji Starfall","2026-08-21 20:01:42",1613.5,2,renjistarfall
1376,16675512,Corgi-Samoyed,"2026-08-19 15:15:53",1613.4,2,corgisamoyed
1377,16659961,"shivam saini","2026-08-23 12:03:22",1613.0,2,shivam98saini
1378,16728069,Taisei7,"2026-08-20 16:08:57",1613.0,2,taisei7
1379,16717630,Amer,"2026-08-13 21:23:41",1612.5,2,amerhu
1380,16707303,meTeam,"2026-08-23 15:01:49",1612.3,2,aaronzribi
1381,16705790,clora,"2026-08-23 08:15:51",1612.1,2,clora16
1382,16734450,"Ian Teigen","2026-08-18 00:04:38",1611.9,2,ianteigen
1383,16622034,"Aryan Yadav","2026-08-15 18:49:17",1611.9,2,simplexcomplex
1384,16722902,"Grigorii IU","2026-08-22 01:54:09",1611.8,2,grigorii220
1385,16693431,Jonewang,"2026-08-23 05:22:39",1611.6,2,jone520
1386,16663929,"Erman Man","2026-08-18 03:47:58",1611.1,2,ermanman
1387,16655559,"Fajri Yanuar Shiddiq Juanda","2026-08-13 01:40:20",1610.8,2,fajriyanuar
1388,16623877,Chikuwabu,"2026-08-23 15:42:26",1610.6,2,prgckwb
1389,16700737,HechtJP,"2026-08-13 11:12:06",1610.0,2,hechtjp
1390,16737937,xamad,"2026-08-23 16:26:30",1609.9,2,giannicerrato
1391,16649108,"Steve AVOMO","2026-08-17 03:12:41",1609.7,2,aurelsteve77
1392,16726915,"인공저능연구소( Artificial Idiocy Lab )","2026-08-17 23:48:58",1609.7,2,megayak
1393,16740700,"Vyas Senthilkumar","2026-08-19 04:26:42",1609.6,2,vyassenthilkumar
1394,16754112,"rhythm master","2026-08-23 14:51:09",1609.0,1,lukaswong
1395,16747577,"Nolan BONHOMME","2026-08-20 14:13:47",1608.8,2,nolanbonhomme
1396,16725410,LE4VES,"2026-08-19 00:49:26",1608.5,2,le4ves
1397,16722849,"Dhruv Bansal","2026-08-18 06:38:00",1608.5,1,dhruvb2028
1398,16622251,"Moroz Roman","2026-08-20 06:22:05",1608.4,2,crissyro
1399,16725354,"Swaroop piduguralla","2026-08-19 14:23:28",1608.4,2,pnsaimanitejaswaroop
1400,16734435,"Jai Kamal","2026-08-17 22:05:09",1608.1,1,jtheyogi
1401,16622939,"Kamal Das","2026-08-15 17:53:51",1607.9,2,kmldas
1402,16633709,"kitory Yeah やきとり","2026-08-15 22:30:08",1607.6,2,kitoryyeah
1403,16677342,Fedor,"2026-08-20 10:31:48",1607.3,1,fedorchuprakov
1404,16685626,"Livingstone Selassie","2026-08-16 00:26:50",1607.3,2,"hackerx019,livingstoneselassie"
1405,16692711,Deniz,"2026-08-23 15:31:10",1607.3,2,denizeryilmaz
1406,16732670,minoneru,"2026-08-23 11:37:34",1606.9,2,kotaminoshima
1407,16625219,MJVinay,"2026-08-21 09:37:02",1606.9,2,mallajayanthvinay
1408,16677855,Mehrdad_LU,"2026-08-23 17:53:24",1606.3,2,mehrdadal2023
1409,16643554,"Arnie Jimenez","2026-08-20 16:48:24",1606.1,2,arniejimenez
1410,16725642,"Arav Sharma","2026-08-17 03:51:14",1605.8,2,aravsharma26
1411,16748717,mt,"2026-08-20 13:09:12",1605.5,1,mtanakaslgfreak
1412,16668049,"Masayoshi Kurihara","2026-08-14 06:20:21",1605.3,2,masayoshikurihara
1413,16623753,HZM,"2026-08-21 07:14:11",1605.2,2,leehann
1414,16707036,Aic,"2026-08-17 08:28:07",1605.1,2,gunianxue
1415,16632788,"Bright O.H.","2026-08-23 03:45:36",1605.0,2,brightoh
1416,16750477,"Tapabrata Biswas","2026-08-23 14:58:06",1604.7,2,"dumbakaash,ishanhira"
1417,16723893,iring58,"2026-08-22 04:43:36",1604.3,2,iring58
1418,16681275,"CUG HeQiao","2026-08-12 09:06:14",1604.0,2,cugheqiao
1419,16641884,Blacklions.,"2026-08-23 03:18:40",1603.9,2,blacklions
1420,16688153,"Panchajanya Banerjee (Pancham)","2026-08-16 20:28:27",1603.9,2,delayedkarma
1421,16700204,"ZHOU HONGYI","2026-08-21 12:47:28",1603.6,2,zhouhyz
1422,16739537,"Bina Salama","2026-08-23 14:18:06",1603.6,2,binasalama
1423,16638177,stpete_ishii,"2026-08-22 09:36:14",1603.5,2,stpeteishii
1424,16623988,"Charismatic Pizza Party🍕","2026-08-17 16:07:02",1603.3,2,debugendless
1425,16666188,"XueFeng Chen","2026-08-22 14:26:25",1602.9,2,chxfmcs
1426,16629292,"Syed Saad Hasan Emad","2026-08-17 06:14:38",1602.8,1,syedsaadhasanemad
1427,16659123,sd,"2026-08-18 17:46:56",1602.4,2,siddharthadevkota
1428,16640264,DhanaLakshmiMalla,"2026-08-21 09:38:58",1602.1,2,dhanalakshmimalla
1429,16709462,"KK #2","2026-08-14 09:06:37",1602.0,2,kk2909
1430,16755808,"Van-Phuc Huynh","2026-08-22 10:43:46",1601.8,1,hvanphucs112
1431,16655263,rishavsaigal,"2026-08-22 19:58:17",1601.5,2,rishavsaigal
1432,16633580,Vinymo,"2026-08-23 15:32:23",1601.4,2,vinymo
1433,16760158,"Gustavo Knudsen","2026-08-22 20:08:47",1601.4,1,gustavoknudsen
1434,16632224,yamakawanin,"2026-08-23 07:26:12",1600.6,2,yamakawanin
1435,16664334,"Satishvaran Ragu","2026-08-19 08:18:04",1600.4,2,satishvaranragu
1436,16622032,"Raunak Dey","2026-08-13 17:22:49",1600.2,2,raunakdey07
1437,16689447,"Ivan Berrutto","2026-08-13 04:14:38",1599.8,2,ivanberrutto
1438,16632294,"Rajan Nagarajan","2026-08-16 05:27:10",1598.7,2,narajan
1439,16658931,"somewhere after","2026-08-19 08:16:29",1598.7,2,amaterasuuuuu
1440,16762319,"郑诗籍 ZhengShiJi","2026-08-23 13:28:20",1598.7,2,zhengshiji
1441,16732210,tanadai,"2026-08-17 11:12:51",1598.5,1,da0516
1442,16748941,"Farmer Shuang","2026-08-20 14:14:45",1597.6,2,shuangxue
1443,16662314,"Hanh Tran","2026-08-13 12:29:31",1597.5,1,honghanhhh
1444,16718947,"Dani Ortega","2026-08-23 09:40:38",1597.4,2,daniortega99
1445,16663264,Adarsh,"2026-08-13 13:54:33",1597.0,2,madarshbb
1446,16750614,"Shivansh Chaudhary","2026-08-22 14:22:57",1596.2,2,shivanshchoo
1447,16624047,GUOHAOYANG,"2026-08-12 22:23:02",1596.0,2,pkuszboi
1448,16697249,"Sudharsana Rajasekaran","2026-08-13 06:25:58",1595.2,2,sudhan03
1449,16625611,"Karl Smile","2026-08-20 10:21:29",1594.7,2,karlsmile
1450,16722378,waticson,"2026-08-22 15:28:43",1594.3,2,yutodennou
1451,16731194,"Neglected Turtle","2026-08-23 14:26:04",1593.4,2,pleaselike
1452,16748246,"Eric S","2026-08-23 16:01:51",1593.2,2,ericsangberg
1453,16713281,SirShifu,"2026-08-22 23:46:34",1592.9,2,sirshifu
1454,16759864,exaucedossou,"2026-08-22 17:56:40",1592.5,2,exaucdossou
1455,16726948,Stitch,"2026-08-22 05:35:47",1591.9,2,mitsuaccessjam
1456,16699246,"Labh Khatke","2026-08-23 16:21:48",1591.8,2,labhkhatke
1457,16623806,黒田彩人,"2026-08-17 04:05:34",1591.3,2,ayato0705
1458,16748524,TongY26,"2026-08-21 08:33:16",1591.0,2,tongy26
1459,16740103,Adjakou,"2026-08-21 20:44:07",1590.6,2,adjakou
1460,16672168,"Justin Rutkowski","2026-08-14 17:34:37",1590.1,2,justinrutkowski
1461,16733547,"Mark Grayson","2026-08-17 18:53:21",1589.9,2,flyingsinclair
1462,16700501,Konno,"2026-08-23 07:23:20",1589.8,2,nearfield1234
1463,16709501,Galaxantic,"2026-08-23 05:11:17",1589.7,2,neel21yt
1464,16740405,ibyyue,"2026-08-19 03:10:21",1589.6,1,ibyyue
1465,16756510,tongmian1314,"2026-08-23 07:17:48",1589.3,2,tongmian1314
1466,16649314,"Yuka,Ota","2026-08-17 03:42:23",1588.1,2,yukaika
