episode,seat,team,score,opp_score,won,margin,hands_d5,hands_d10,hands_d15,hands_d20,hands_d25,hands_d30,quads_d5,quads_d10,quads_d15,quads_d20,quads_d25,quads_d30,money_d5,money_d10,money_d15,money_d20,money_d25,money_d30,tiles_WHEAT,tiles_CARROT,tiles_TOMATO,tiles_STRAWBERRY,tiles_MELON,peak_WHEAT,peak_CARROT,peak_TOMATO,peak_STRAWBERRY,peak_MELON,animals_GOOSE,animals_COW,animals_SHEEP,plant_total,first_melon_day,first_animal_day,quads_final,hands_final,act_total,act_move,act_pass,act_water,act_harvest,act_plant,act_care,act_feed,act_dig,act_fertilize,act_collect_fert,act_pickup,act_drop,act_place,act_build,move_share,pass_share,work_share,sold_WHEAT,sold_CARROT,sold_TOMATO,sold_STRAWBERRY,sold_MELON,sold_EGG,sold_MILK,sold_WOOL,sold_FERTILIZER,sold_total,sell_orders,buy_seed_orders,buy_product_orders
91568667,1,KucingGanteng,113748,92722,1,21026,6,11,12,12,12,8,2,3,3,3,3,3,72,240,21557,52370,88604,113748,114,0,0,46,5,28,0,0,41,5,0,8,6,165,0,0,3,8,7725,4214,1023,727,296,165,283,309,21,64,316,222,57,14,14,0.5455,0.1324,0.3221,10040,0,0,90222,30,0,70204,10121,10242,190859,436,53,59
91569597,0,Ege Güvener,63084,58399,1,4685,7,12,13,13,13,13,1,2,4,4,4,4,1481,8576,16780,35349,57868,63084,36,4,6,23,17,12,4,6,23,9,4,4,10,86,0,0,4,13,8052,4545,1027,737,277,86,291,365,0,36,343,159,0,168,18,0.5645,0.1275,0.308,434,9,34,127,90,84,108,208,298,1392,351,45,336
91569597,1,Harshith revuru,58399,63084,0,-4685,4,8,12,12,12,12,2,2,3,3,3,3,351,1282,8979,35799,53199,58399,85,10,4,44,13,30,5,4,44,12,0,1,15,156,0,0,3,12,6742,3308,885,810,336,156,302,303,35,95,287,190,3,16,16,0.4907,0.1313,0.3781,88,20,17,218,72,0,36,269,178,898,111,89,150
91570539,0,Harshith revuru,50239,69363,0,-19124,4,8,12,14,14,14,2,2,4,4,4,4,349,1097,6845,22672,38594,50239,114,22,6,50,16,47,10,6,50,12,0,16,1,208,0,0,4,14,7310,3677,710,989,432,208,313,310,35,105,297,195,4,17,18,0.503,0.0971,0.3999,84,42,33,210,83,0,259,34,176,921,105,114,145
91570539,1,Louis @ tradeInsight.ai,69363,50239,1,19124,8,8,8,8,8,4,1,2,3,3,3,3,212,789,9114,26766,48525,69363,9,0,0,32,21,2,0,0,30,12,0,9,3,62,2,1,3,4,5848,3236,977,475,220,62,196,240,16,57,224,83,35,14,13,0.5534,0.1671,0.2796,175,0,0,197,117,0,156,89,207,941,153,31,100
91571462,0,Dead Signal Works,82951,63721,1,19230,6,9,9,9,9,6,1,2,3,3,3,3,126,125,16181,37920,68332,82951,11,0,0,37,17,4,0,0,30,9,0,7,8,65,0,0,3,6,6303,3279,1210,384,202,65,265,296,36,43,240,246,7,15,15,0.5202,0.192,0.2878,57,0,0,153,95,0,179,138,196,818,72,24,199
91571462,1,Harshith revuru,63721,82951,0,-19230,4,8,12,12,12,12,1,2,3,3,3,3,955,827,12820,27826,49458,63721,58,8,4,42,15,21,5,4,42,12,0,15,7,127,0,0,3,12,6701,3051,924,714,336,127,399,395,32,90,379,206,3,22,23,0.4553,0.1379,0.4068,49,16,16,172,75,0,286,77,258,949,107,68,213
91572393,0,Harshith revuru,63426,73090,0,-9664,4,8,12,12,12,12,2,2,3,3,3,3,348,1302,9852,24316,46662,63426,81,11,1,43,12,34,5,1,43,12,0,6,15,148,0,0,3,12,6745,3325,816,735,319,148,362,359,34,78,342,179,6,21,21,0.493,0.121,0.3861,81,22,5,183,70,0,135,197,241,934,110,79,186
91572393,1,Zacchaeus,73090,63426,1,9664,6,12,12,12,12,12,1,3,3,3,3,3,328,494,20176,39128,58646,73090,108,0,0,44,21,32,0,0,37,13,0,8,6,173,0,0,3,12,7583,4187,848,721,298,173,321,322,70,43,326,184,62,14,14,0.5522,0.1118,0.336,2452,0,0,2459,2420,0,2510,2444,2548,14833,279,79,164
91573342,0,Harshith revuru,76490,72198,1,4292,4,8,12,12,12,12,2,2,3,3,3,3,341,2318,9867,24444,61016,76490,86,12,2,46,12,36,5,2,46,12,0,2,14,158,0,0,3,12,6663,3286,911,844,350,158,257,257,37,99,241,186,4,16,17,0.4932,0.1367,0.3701,104,24,2,277,72,0,60,188,127,854,122,81,145
91573342,1,Mehmet Özer,72198,76490,0,-4292,9,11,12,12,12,8,1,3,3,3,3,3,436,3481,17849,36404,60111,72198,25,7,0,36,18,10,2,0,36,10,0,5,10,86,0,0,3,8,7986,4597,1344,637,194,86,223,319,18,0,330,89,119,15,15,0.5756,0.1683,0.2561,1077,21,0,126,100,0,131,175,330,1960,268,49,257
91574254,0,ibrahim,49154,60061,0,-10907,3,6,11,11,11,10,1,2,4,4,4,4,375,338,15525,31314,35899,49154,61,0,0,46,34,12,0,0,43,24,4,9,0,141,0,0,4,10,6221,2503,1381,755,360,141,284,278,53,0,274,166,0,13,13,0.4023,0.222,0.3757,325,0,0,84,151,96,234,0,253,1143,116,49,156
91574254,1,Harshith revuru,60061,49154,1,10907,4,8,12,12,12,12,2,2,3,3,3,3,345,677,7346,26351,44332,60061,68,13,3,46,12,27,8,3,46,12,0,15,4,142,0,0,3,12,6829,3357,813,769,341,142,345,345,40,96,329,208,5,19,20,0.4916,0.1191,0.3894,69,26,18,213,68,0,275,58,212,939,107,71,178
91575176,0,Harshith revuru,51645,62314,0,-10669,4,8,12,14,14,14,2,2,4,4,4,4,408,2173,7463,17689,37548,51645,135,44,6,50,17,65,20,6,50,12,0,3,1,252,0,0,4,14,7280,3639,1361,1104,432,252,98,98,39,56,93,96,2,4,6,0.4999,0.187,0.3132,232,86,29,253,78,0,72,34,30,814,89,122,63
91575176,1,nori8774,62314,51645,1,10669,3,9,11,12,12,0,1,2,3,3,3,3,2,3971,14495,28372,48684,62314,156,0,0,43,25,27,0,0,42,13,0,9,7,224,0,0,3,0,6324,3002,77,1084,378,224,307,298,31,67,288,338,196,17,17,0.4747,0.0122,0.5131,323,0,0,151,117,0,190,137,309,1227,424,133,175
91576102,0,Harshith revuru,77200,37582,1,39618,4,8,12,12,12,12,2,2,3,3,3,3,342,956,8495,27890,62481,77200,81,12,2,43,15,36,7,2,43,12,0,2,15,153,0,0,3,12,6740,3494,752,796,320,153,303,301,33,90,286,174,4,17,17,0.5184,0.1116,0.37,79,20,6,216,89,0,60,236,180,886,133,79,159
91576102,1,Sami Ali,37582,77200,0,-39618,6,12,14,14,14,14,1,2,4,4,4,4,801,6816,3605,11967,29788,37582,100,0,0,37,26,38,0,0,35,16,0,9,4,163,0,0,4,14,8397,5314,686,710,274,163,280,280,35,55,267,206,100,14,13,0.6328,0.0817,0.2855,34,0,0,106,119,0,207,100,201,767,159,75,21
91577037,0,Harshith revuru,105000,76963,1,28037,4,8,12,12,12,12,2,2,3,3,3,3,352,2295,9847,24591,70408,105000,89,12,3,45,12,37,5,3,45,12,0,2,14,161,0,0,3,12,6652,3252,954,855,342,161,258,254,38,102,242,158,3,16,17,0.4889,0.1434,0.3677,128,24,10,270,72,0,60,186,125,875,126,87,131
91577037,1,Thái Phạm Công,76963,105000,0,-28037,8,9,9,9,9,6,1,2,2,2,2,2,395,5531,21089,30475,56898,76963,20,11,0,32,20,6,9,0,30,10,2,5,3,83,0,0,2,6,6499,3360,1081,722,170,83,191,193,36,140,205,197,0,111,10,0.517,0.1663,0.3167,51,18,0,160,114,0,129,100,65,637,96,28,38
91577968,0,Harshith revuru,58576,69968,0,-11392,4,8,14,14,14,14,2,3,4,4,4,4,358,419,8817,17162,39566,58576,135,31,6,45,17,56,14,6,45,12,0,5,11,234,0,0,4,14,7433,3717,889,1045,425,234,256,253,47,90,240,200,3,16,18,0.5001,0.1196,0.3803,164,62,37,241,94,0,105,137,127,967,124,122,122
91577968,1,yamashu,69968,58576,1,11392,8,8,9,9,9,0,1,2,3,3,3,3,452,2986,13919,36291,56870,69968,97,0,0,64,8,21,0,0,20,8,3,5,5,169,9,0,3,0,6318,2590,1307,859,301,169,293,298,27,38,281,122,7,13,13,0.4099,0.2069,0.3832,4675,0,0,1355,210,1853,1198,1023,2382,12696,2143,81,338
91596411,0,Darshan Makwana,62524,76701,0,-14177,3,3,10,10,10,10,1,2,3,3,3,3,291,4434,16730,29164,53990,62524,59,30,1,5,48,43,23,1,5,28,0,7,5,143,0,0,3,10,5550,2242,1363,684,220,143,243,243,0,14,243,115,16,12,12,0.404,0.2456,0.3505,87,60,8,25,184,0,162,105,223,854,96,19,25
91596411,1,Harshith revuru,76701,62524,1,14177,4,8,12,12,12,12,2,2,3,3,3,3,339,669,9505,37031,64806,76701,138,52,4,17,14,53,22,4,17,12,0,1,15,225,0,0,3,12,6867,3162,1139,807,357,225,309,309,24,35,296,169,3,16,16,0.4605,0.1659,0.3737,197,103,27,107,75,0,36,283,245,1073,129,141,145
91601824,0,Nikunj Pahwa,121829,146714,0,-24885,10,10,10,10,10,0,1,2,3,3,3,3,352,2998,21291,54393,98692,121829,143,0,0,24,19,24,0,0,24,11,0,8,3,186,1,0,3,0,7031,4187,410,854,334,186,237,239,32,39,231,89,171,11,11,0.5955,0.0583,0.3462,913,0,0,161,85,0,201,70,198,1628,406,71,241
91601824,1,Harshith revuru,146714,121829,1,24885,4,8,12,12,12,12,1,2,3,3,3,3,978,1008,14621,38213,94769,146714,73,7,4,44,13,26,5,4,44,12,0,15,1,141,0,0,3,12,6702,3122,985,788,373,141,330,329,27,97,313,161,4,16,16,0.4658,0.147,0.3872,85,14,28,233,70,0,302,34,204,970,106,78,182
91606295,0,Goller,46570,85246,0,-38676,5,8,13,13,12,4,1,1,2,2,2,2,77,22,1510,20279,38802,46570,7,0,0,16,24,3,0,0,16,17,6,17,8,47,0,0,2,4,7186,3929,461,262,288,47,283,356,22,0,314,481,680,32,31,0.5468,0.0642,0.3891,226,0,0,130,48,273,264,83,354,1378,273,27,273
91606295,1,Harshith revuru,85246,46570,1,38676,4,8,12,12,12,12,1,2,3,3,3,3,984,854,12166,32963,65985,85246,77,8,4,43,14,28,5,4,43,12,0,15,1,146,0,0,3,12,6698,3069,1004,775,350,146,333,331,37,91,317,209,4,16,16,0.4582,0.1499,0.3919,70,16,11,221,75,0,299,34,208,934,98,87,166
91625966,0,Dicere,99251,103995,0,-4744,8,9,11,12,12,12,2,3,3,3,3,3,108,2642,27038,51129,73336,99251,172,69,0,14,15,36,14,0,11,12,0,9,6,270,0,0,3,12,7615,4535,114,969,334,270,317,340,32,0,324,261,89,15,15,0.5955,0.015,0.3895,730,150,0,44,84,0,262,135,315,1720,302,185,42
91625966,1,Harshith revuru,103995,99251,1,4744,4,8,12,12,12,12,2,2,3,3,3,3,361,808,11351,43744,81560,103995,78,16,4,41,15,29,7,4,41,12,0,1,15,154,0,0,3,12,6872,3410,897,817,334,154,310,311,34,101,296,171,5,16,16,0.4962,0.1305,0.3733,85,32,21,236,84,0,36,286,183,963,123,87,164
91628467,0,Said Mohamed Omary,54243,39934,1,14309,7,10,13,12,12,0,1,2,3,3,3,3,749,2333,14274,30198,45757,54243,63,0,0,32,19,22,0,0,32,12,0,7,6,114,0,0,3,0,7292,4296,678,621,268,114,257,283,37,51,273,288,98,15,13,0.5891,0.093,0.3179,73,0,0,187,110,0,180,144,203,897,128,68,69
91628467,1,Harshith revuru,39934,54243,0,-14309,4,8,12,12,12,12,2,2,3,3,3,3,341,2309,10583,19702,31387,39934,82,44,4,39,12,36,12,4,39,12,0,13,1,181,0,0,3,12,6750,3314,981,859,361,181,240,240,35,84,226,193,6,14,16,0.491,0.1453,0.3637,140,82,27,234,72,0,177,34,127,893,138,76,137
91652735,0,Harshith revuru,45202,71990,0,-26788,4,8,12,14,14,14,2,2,4,4,4,4,347,1858,5258,14780,36537,45202,112,29,6,50,16,49,12,6,50,12,0,2,16,213,0,0,4,14,7272,3537,952,992,388,213,287,283,49,73,269,189,4,18,18,0.4864,0.1309,0.3827,142,52,39,219,77,0,60,212,170,971,116,111,135
91652735,1,Joseph Adamski,71990,45202,1,26788,6,12,12,12,12,12,1,2,3,3,3,3,370,3694,17435,39994,56760,71990,133,0,0,32,14,40,0,0,31,11,0,8,6,179,0,0,3,12,7107,2778,954,1254,360,179,333,333,193,146,319,210,20,14,14,0.3909,0.1342,0.4749,5465,120,120,2193,1478,120,2254,2167,3250,17167,412,33,27
91653356,0,Onelux,113202,80800,1,32402,3,14,9,14,12,10,1,3,3,3,3,3,396,7920,23026,60981,85731,113202,146,0,0,36,23,57,0,0,36,14,0,7,4,205,0,0,3,10,6792,2920,1025,1026,394,205,305,302,40,71,297,131,49,13,14,0.4299,0.1509,0.4192,442,0,0,277,132,0,228,132,228,1439,163,78,147
91653356,1,Harshith revuru,80800,113202,0,-32402,4,8,12,12,12,12,1,2,3,3,3,3,976,1155,13765,34200,60048,80800,66,8,4,39,17,23,5,4,39,12,0,15,3,134,0,0,3,12,6700,3257,926,723,321,134,349,348,34,65,331,168,5,18,21,0.4861,0.1382,0.3757,59,16,17,176,87,0,288,45,247,935,108,82,181
91655378,0,Agricroporation,77634,99730,0,-22096,10,10,10,10,10,10,1,2,3,3,3,3,537,4736,12454,34095,52931,77634,27,0,0,54,38,7,0,0,38,18,0,12,5,119,0,0,3,10,7566,4233,1210,663,206,119,231,243,22,0,159,229,216,18,17,0.5595,0.1599,0.2806,806,0,0,115,137,0,171,87,131,1447,213,49,109
91655378,1,Harshith revuru,99730,77634,1,22096,4,8,12,12,12,12,1,2,3,3,3,3,767,770,10921,24618,65983,99730,63,7,3,40,12,22,5,3,40,12,0,11,11,125,0,0,3,12,6746,3263,824,705,327,125,388,385,34,95,367,186,3,22,22,0.4837,0.1221,0.3942,65,14,15,203,63,0,158,187,240,945,123,65,221
91689753,0,Satvik R Shetty,85509,110192,0,-24683,5,11,11,11,11,7,1,2,3,3,3,3,212,1927,7925,33795,53766,85509,60,0,0,22,16,21,0,0,22,11,0,6,10,98,6,0,3,7,7202,4484,648,552,173,98,337,318,13,37,235,167,100,16,24,0.6226,0.09,0.2874,262,0,0,113,73,0,159,167,198,972,145,67,39
91689753,1,Harshith revuru,110192,85509,1,24683,4,8,12,14,14,14,2,2,4,4,4,4,337,725,6124,31146,72191,110192,105,18,6,50,20,39,6,6,50,12,0,1,17,199,0,0,4,14,7397,3640,793,992,410,199,332,329,41,115,314,189,7,18,18,0.4921,0.1072,0.4007,113,32,28,230,98,0,36,270,175,982,115,118,153
91694323,0,Harshith revuru,58960,109711,0,-50751,4,8,12,12,12,12,2,2,3,3,3,3,351,1016,7703,25525,48469,58960,78,12,0,44,17,33,7,0,44,12,0,14,3,151,0,0,3,12,6743,3262,939,810,335,151,308,309,32,88,292,179,2,17,19,0.4838,0.1393,0.377,99,22,0,234,88,0,245,54,188,930,127,74,169
91694323,1,Alex Oranov,109711,58960,1,50751,1,8,11,14,12,11,1,2,3,3,3,3,1682,15797,19498,56673,87588,109711,108,0,0,42,24,40,0,0,42,12,0,8,6,174,0,0,3,11,6654,2940,1011,925,360,174,308,300,27,84,296,145,56,14,14,0.4418,0.1519,0.4062,305,0,0,320,144,0,214,148,212,1343,175,22,165
91697164,0,Harshith revuru,121028,131657,0,-10629,4,8,12,12,12,12,1,2,3,3,3,3,978,785,14865,36618,81049,121028,68,8,0,42,19,25,5,0,42,12,0,15,1,137,0,0,3,12,6705,3036,1103,780,333,137,334,332,26,88,318,181,3,16,18,0.4528,0.1645,0.3827,92,16,0,197,99,0,283,34,210,931,101,78,189
91697164,1,LGarcia10,131657,121028,1,10629,6,12,13,13,13,7,2,3,3,3,3,3,14,7,17580,41874,87223,131657,73,36,0,34,15,13,10,0,30,8,0,9,6,158,0,0,3,7,7756,4815,292,986,304,158,300,315,39,62,323,108,13,15,26,0.6208,0.0376,0.3415,523,76,0,180,84,0,251,112,269,1495,293,79,309
91700935,0,Harshith revuru,93076,101144,0,-8068,4,8,12,12,12,12,1,2,3,3,3,3,985,791,10997,28664,66379,93076,61,10,2,44,14,19,5,2,44,12,0,15,5,131,0,0,3,12,6741,3112,949,747,343,131,369,369,31,104,352,188,6,20,20,0.4617,0.1408,0.3976,75,18,5,220,77,0,288,60,230,973,124,72,205
91700935,1,R3ddrag0n,101144,93076,1,8068,7,8,10,11,13,10,1,3,3,3,3,3,268,3287,15759,37312,74765,101144,53,0,0,32,30,21,0,0,30,15,0,12,3,115,0,0,3,10,7152,3620,1205,835,218,115,298,277,34,69,284,116,50,15,16,0.5062,0.1685,0.3254,3279,0,0,210,172,0,299,49,206,4215,300,75,258
91704519,0,Harshith revuru,34594,77423,0,-42829,4,8,12,12,12,12,2,2,3,3,3,3,344,749,10767,16958,24608,34594,77,24,4,40,15,33,11,4,39,12,0,10,8,160,0,0,3,12,6740,3347,835,785,336,160,308,305,39,78,294,212,3,18,20,0.4966,0.1239,0.3795,81,48,21,200,78,0,165,107,201,901,135,82,163
91704519,1,Aastik Rajan15,77423,34594,1,42829,3,14,10,14,13,10,1,3,3,3,3,3,532,5912,18323,47411,61176,77423,147,0,0,38,17,59,0,0,36,12,0,9,6,202,0,0,3,10,7001,3005,1087,992,389,202,327,315,45,71,319,165,48,22,14,0.4292,0.1553,0.4155,456,0,0,284,102,0,223,165,248,1478,185,70,158
91722237,0,Harshith revuru,68851,80234,0,-11383,4,8,12,12,12,12,2,2,3,3,3,3,340,1368,8899,30279,57356,68851,80,10,4,45,12,32,5,4,45,12,0,15,3,151,0,0,3,12,6651,3312,765,771,336,151,331,328,34,87,313,180,5,18,20,0.498,0.115,0.387,99,20,12,203,67,0,269,49,210,929,113,76,188
91722237,1,premjampuram,80234,68851,1,11383,1,8,11,14,12,11,1,2,3,3,3,3,1547,14759,15986,39947,66223,80234,107,0,0,42,24,39,0,0,36,12,0,8,6,173,0,0,3,11,6391,2911,614,905,385,173,339,302,42,82,359,201,50,14,14,0.4555,0.0961,0.4484,297,0,0,320,144,0,217,152,210,1340,176,22,165
92052296,0,Garigariyong,49635,50869,0,-1234,5,10,12,12,12,9,1,2,3,3,3,3,263,1,13614,26034,43843,49635,68,9,7,39,23,20,3,6,36,14,0,5,6,146,0,0,3,9,7147,4473,474,935,229,146,202,252,57,53,164,128,0,23,11,0.6259,0.0663,0.3078,1645,12,18,182,104,0,161,82,144,2348,266,57,114
92052296,1,Harshith revuru,50869,49635,1,1234,4,8,12,12,12,12,1,2,3,3,3,3,967,702,12062,24734,48305,50869,83,9,3,45,15,34,5,3,45,12,0,13,1,155,0,0,3,12,6784,3109,1124,818,368,155,294,294,30,83,281,197,3,14,14,0.4583,0.1657,0.376,69,18,16,259,72,0,270,34,184,922,104,86,152
92055819,0,Harshith revuru,57083,89698,0,-32615,4,4,12,12,12,12,2,2,3,3,3,3,343,989,11315,28107,43326,57083,85,12,4,41,18,36,7,4,41,12,0,13,1,160,0,0,3,12,6657,3398,813,849,335,160,259,258,33,87,245,186,6,14,14,0.5104,0.1221,0.3674,97,22,12,229,96,0,209,33,141,839,119,79,131
92055819,1,Aastik Rajan15,89698,57083,1,32615,3,14,10,15,13,11,1,3,3,3,3,3,531,7352,15605,46857,72288,89698,132,0,0,37,18,48,0,0,35,13,0,16,4,187,0,0,3,11,7117,3043,1099,953,388,187,375,395,47,60,300,159,45,46,20,0.4276,0.1544,0.418,485,0,0,311,114,0,373,160,267,1710,208,63,174
92062520,0,Harshith revuru,25728,43385,0,-17657,4,8,14,14,14,14,2,3,4,4,4,4,345,439,10350,11030,18922,25728,212,118,6,16,20,80,51,6,16,15,0,8,1,372,0,0,4,14,7531,3547,1268,1176,467,372,167,166,41,21,159,124,3,9,11,0.471,0.1684,0.3606,339,211,43,83,108,0,129,34,127,1074,118,208,61
92062520,1,Kévyn ODJO,43385,25728,1,17657,4,8,8,8,8,6,1,3,3,3,3,3,503,249,18168,27535,35388,43385,99,0,0,17,17,24,0,0,15,9,2,9,5,133,0,0,3,6,5774,2965,217,807,237,133,329,345,30,42,341,206,90,16,16,0.5135,0.0376,0.4489,3816,0,0,84,65,48,215,137,281,4646,497,76,360
92082425,0,ChrisLeiteScha,67638,83742,0,-16104,4,8,11,11,10,7,1,2,3,3,3,3,1624,1409,16801,38927,53160,67638,116,0,0,42,13,27,0,0,40,6,0,8,6,171,0,0,3,7,6712,2978,899,1024,353,171,273,302,25,90,291,235,0,57,14,0.4437,0.1339,0.4224,86,0,0,199,72,0,191,161,225,934,117,139,22
92082425,1,Harshith revuru,83742,67638,1,16104,4,8,12,12,12,12,2,2,3,3,3,3,343,1031,12265,37357,63326,83742,109,36,4,31,17,43,14,4,31,12,0,1,13,197,0,0,3,12,6867,3255,1168,823,343,197,281,279,24,48,268,151,2,14,14,0.474,0.1701,0.3559,139,70,27,129,90,0,36,251,211,953,135,113,136
92084143,0,Ergin Akın,73997,74027,0,-30,3,14,9,14,12,10,1,3,3,3,3,3,533,7919,20552,47317,59933,73997,146,0,0,37,19,61,0,0,36,14,0,10,4,202,0,0,3,10,6716,2871,1028,1019,386,202,285,290,43,72,303,139,49,15,14,0.4275,0.1531,0.4194,488,0,0,285,114,0,218,132,245,1482,189,69,156
92084143,1,Harshith revuru,74027,73997,1,30,4,8,12,12,12,12,2,2,3,3,3,3,350,847,10447,34068,58592,74027,99,26,4,34,19,40,7,4,34,12,0,1,13,182,0,0,3,12,6817,3186,1220,817,344,182,277,276,34,42,263,143,5,14,14,0.4674,0.179,0.3537,127,52,32,148,99,0,36,249,207,950,138,101,142
92087919,0,rekhasri,123904,115283,1,8621,7,11,12,12,12,4,2,3,3,3,3,3,41,101,14988,45895,95414,123904,44,14,0,42,21,16,7,0,42,14,0,8,6,121,0,0,3,4,7698,3812,1592,743,313,121,277,238,0,101,291,149,32,14,15,0.4952,0.2068,0.298,123,42,0,354,143,0,197,53,182,1094,112,47,122
92087919,1,Harshith revuru,115283,123904,0,-8621,4,8,14,14,14,14,1,2,4,4,4,4,993,694,12736,29946,77548,115283,95,21,6,50,18,33,11,6,50,12,0,15,2,190,0,0,4,14,7392,3353,1061,975,420,190,338,337,39,116,322,203,4,17,17,0.4536,0.1435,0.4029,70,42,36,234,94,0,291,44,190,1001,127,115,163
92091584,0,Harshith revuru,131541,116687,1,14854,4,8,14,14,14,14,2,2,4,4,4,4,290,593,7420,29596,83306,131541,93,16,6,50,22,37,8,6,50,12,0,15,3,187,0,0,4,14,7522,3594,950,998,412,187,338,337,41,112,321,187,7,18,20,0.4778,0.1263,0.3959,75,28,38,232,101,0,273,49,191,987,119,109,173
92091584,1,Ümit Anık,116687,131541,0,-14854,8,11,11,11,11,10,1,3,3,3,3,3,1387,41,9694,35781,85520,116687,92,0,0,29,1,22,0,0,29,1,2,10,3,122,10,0,3,10,7355,4045,837,788,312,122,317,319,42,49,306,167,20,15,16,0.55,0.1138,0.3362,207,0,0,188,2,83,204,82,240,1006,158,82,151
92094362,0,Harshith revuru,100230,149884,0,-49654,4,8,12,12,12,12,1,2,3,3,3,3,937,1165,14358,36807,74873,100230,68,9,4,43,16,24,5,4,43,12,0,13,3,140,0,0,3,12,6701,3052,1050,801,349,140,317,316,34,105,303,197,3,16,18,0.4555,0.1567,0.3879,87,18,6,245,93,0,258,45,179,931,115,81,186
92094362,1,Abdulrahman.su10,149884,100230,1,49654,3,14,9,14,12,9,1,3,3,3,3,3,535,7936,25710,71839,122246,149884,139,0,0,36,19,54,0,0,36,14,0,9,5,194,0,0,3,9,6563,2833,929,986,386,194,292,299,46,71,307,142,49,14,15,0.4317,0.1416,0.4268,456,0,0,497,138,0,343,213,294,1941,175,63,159
92096428,0,rekhasri,89382,69562,1,19820,7,11,12,12,12,4,2,3,3,3,3,3,41,470,13711,38707,67580,89382,44,14,0,42,21,17,7,0,42,14,0,8,6,121,0,0,3,4,7708,3809,1726,746,301,121,251,207,0,96,261,145,16,14,15,0.4942,0.2239,0.2819,163,42,0,339,143,0,123,83,162,1055,108,46,121
92096428,1,Harshith revuru,69562,89382,0,-19820,4,8,12,12,12,12,1,2,3,3,3,3,993,535,15178,25355,48343,69562,75,9,4,42,17,27,5,4,42,12,0,12,2,147,0,0,3,12,6695,3057,1132,784,345,147,298,298,37,83,284,198,4,14,14,0.4566,0.1691,0.3743,68,18,18,205,93,0,261,48,182,893,131,85,153
92117849,0,Said Mohamed Omary,105638,87048,1,18590,7,10,12,12,12,9,1,3,3,3,3,3,671,5233,18999,49434,80544,105638,55,0,0,32,12,22,0,0,32,12,0,7,6,99,0,0,3,9,7315,4220,775,551,277,99,260,281,37,80,291,292,125,14,13,0.5769,0.1059,0.3172,107,0,0,231,72,0,184,148,196,938,144,51,77
92117849,1,Harshith revuru,87048,105638,0,-18590,4,8,12,12,12,12,2,2,3,3,3,3,340,973,8232,29143,61729,87048,80,14,4,40,18,31,8,4,40,12,0,13,5,156,0,0,3,12,6826,3468,850,787,320,156,319,319,29,68,304,166,3,18,19,0.5081,0.1245,0.3674,96,28,21,170,94,0,244,59,213,925,111,84,153
92163007,0,shr Wei,81598,77781,1,3817,6,11,13,13,12,12,1,2,3,3,3,3,1856,11820,14280,30474,50496,81598,63,7,0,42,18,19,5,0,42,17,0,5,9,130,0,0,3,12,7946,5173,511,744,218,130,305,274,34,46,302,101,80,14,14,0.651,0.0643,0.2847,129,18,0,148,108,0,142,170,256,971,145,64,144
92163007,1,Harshith revuru,77781,81598,0,-3817,4,8,12,12,12,12,2,2,3,3,3,3,349,609,9012,19827,51313,77781,77,19,3,44,15,29,8,3,44,12,0,8,7,158,0,0,3,12,6919,3480,952,837,347,158,269,266,37,94,255,188,4,15,17,0.503,0.1376,0.3594,71,38,22,247,80,0,171,90,146,865,138,92,136
92165019,0,Harshith revuru,80508,91685,0,-11177,4,8,14,14,14,14,1,2,4,4,4,4,957,401,9293,19969,53608,80508,89,9,4,36,32,32,5,4,36,20,0,10,14,170,0,0,4,14,7473,3445,996,885,359,170,428,426,25,77,406,203,4,24,25,0.461,0.1333,0.4057,66,18,9,130,132,0,231,152,282,1020,124,114,208
92165019,1,Menelik Zafir,91685,80508,1,11177,4,9,12,12,12,6,1,2,3,3,3,3,657,3077,15594,33866,64091,91685,140,10,5,28,2,32,6,3,28,2,0,7,5,185,0,0,3,6,7054,3629,604,964,342,185,236,257,45,149,226,235,0,170,12,0.5145,0.0856,0.3999,918,17,26,212,12,0,158,119,114,1576,368,116,204
92174239,0,SeaGoat,105980,136579,0,-30599,9,9,10,10,10,10,1,2,3,3,3,3,352,3976,16835,34507,68345,105980,5,0,0,47,28,4,0,0,46,18,0,8,9,80,0,0,3,10,7403,4245,1156,694,283,80,295,273,25,17,146,110,11,50,18,0.5734,0.1562,0.2704,457,0,0,189,123,0,174,90,129,1162,127,27,69
92174239,1,Harshith revuru,136579,105980,1,30599,4,8,12,12,12,12,1,2,3,3,3,3,958,831,8558,36510,92015,136579,86,20,4,40,12,33,7,4,40,12,0,13,1,162,0,0,3,12,6774,3130,1062,830,373,162,299,299,30,99,286,173,3,14,14,0.4621,0.1568,0.3812,110,40,25,251,60,0,279,34,174,973,130,106,168
92186373,0,Harshith revuru,70469,81686,0,-11217,4,8,8,12,12,12,2,3,3,3,3,3,339,407,2609,14205,50731,70469,92,18,3,40,12,36,6,3,40,12,0,6,11,165,0,0,3,12,6381,3159,775,790,332,165,279,276,42,86,262,176,3,17,19,0.4951,0.1215,0.3835,99,36,21,215,62,0,120,128,159,840,128,94,145
